"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"오정구","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","76687",
"오정구","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","","","","","75337",
"소사구","총인구수[명]","명","209037","204039","200913","198278","201227","201594","212857","221932","224246","227368","227484","230155","229335","230557","232190","231363","229959","226400","222016","","","","","","","","","",
"소사구","남자인구수[명]","명","105445","102937","101505","100130","101667","101784","107311","111766","112848","114299","114182","115705","114995","115697","116290","115634","114659","112743","110396","","","","","","","","","",
"소사구","여자인구수[명]","명","103592","101102","99408","98148","99560","99810","105546","110166","111398","113069","113302","114450","114340","114860","115900","115729","115300","113657","111620","","","","","","","","","",
"오정구","총인구수[명]","명","185079","185190","186275","188348","191110","190884","189908","188928","187748","188688","193263","195728","193473","196045","194015","191977","189554","186548","184073","","","","","","","","","",
"오정구","남자인구수[명]","명","94185","94173","94839","96001","97326","97191","96779","96038","95378","95897","98062","99427","98209","99785","98745","97739","96439","94893","93653","","","","","","","","","",
"오정구","여자인구수[명]","명","90894","91017","91436","92347","93784","93693","93129","92890","92370","92791","95201","96301","95264","96260","95270","94238","93115","91655","90420","","","","","","","","","",
"광명시","총인구수[명]","명","342630","343933","340021","338139","336309","340807","336083","331419","327828","313372","313019","310501","314257","343982","355226","355560","353100","348560","344978","339484","332790","326841","316552","298599","292893","287945","280197","278167",
"광명시","남자인구수[명]","명","171742","172461","170664","169766","168821","170860","168114","165496","163751","156469","156118","154721","156349","171115","176556","176365","175031","172768","171180","168241","164878","161734","156405","147278","144384","141632","137512","136261",
"광명시","여자인구수[명]","명","170888","171472","169357","168373","167488","169947","167969","165923","164077","156903","156901","155780","157908","172867","178670","179195","178069","175792","173798","171243","167912","165107","160147","151321","148509","146313","142685","141906",
"평택시","총인구수[명]","명","346008","346694","352181","356103","358263","358531","364979","370653","383976","396765","402458","406721","410042","419457","426886","434305","442034","449555","460532","470832","481530","495642","513027","537307","564288","578529","591022","598556",
"평택시","남자인구수[명]","명","174529","174641","177374","179589","180952","181381","184700","187930","195046","201468","204480","206604","208097","212580","216624","220715","224729","228958","234685","240345","246618","254336","264012","277617","293954","303283","310473","314231",
"평택시","여자인구수[명]","명","171479","172053","174807","176514","177311","177150","180279","182723","188930","195297","197978","200117","201945","206877","210262","213590","217305","220597","225847","230487","234912","241306","249015","259690","270334","275246","280549","284325",
"송탄출장소","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"송탄출장소","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"송탄출장소","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"안중출장소","총인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"안중출장소","남자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"안중출장소","여자인구수[명]","명","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0",
"동두천시","총인구수[명]","명","73644","73625","74665","75529","74266","73177","74735","79214","82623","85803","88780","90835","93211","95653","96253","97175","97557","97595","97974","98277","97071","96226","94768","94353","93592","91546","88626","86838",
"동두천시","남자인구수[명]","명","37099","37082","37736","38204","37545","37046","37862","40060","41673","43206","44669","45623","46726","47798","48091","48570","48765","48789","48794","48970","48344","47988","47308","47038","46694","45673","44198","43264",
"동두천시","여자인구수[명]","명","36545","36543","36929","37325","36721","36131","36873","39154","40950","42597","44111","45212","46485","47855","48162","48605","48792","48806","49180","49307","48727","48238","47460","47315","46898","45873","44428","43574",
"안산시","총인구수[명]","명","544144","546117","547759","566912","590598","628861","651625","666784","679011","698819","705040","708257","705346","714891","715586","715108","713666","707876","697885","689859","677710","660343","650918","654915","652726","641660","629308","620579",
"안산시","남자인구수[명]","명","281313","281579","282465","292142","303818","322516","333834","341341","347566","357765","360884","362581","360949","366839","366764","366354","365575","362826","357634","353394","347585","338701","333766","335804","334646","328940","322328","317870",
"안산시","여자인구수[명]","명","262831","264538","265294","274770","286780","306345","317791","325443","331445","341054","344156","345676","344397","348052","348822","348754","348091","345050","340251","336465","330125","321642","317152","319111","318080","312720","306980","302709",
